Watering_Amount_ml,Room_Temperature_C,Soil_Moisture_%,Height_cm,Humidity_%,Fertilizer_Amount_ml,Leaf_Count,New_Growth_Count,Watering_Frequency_days,Pest_Presence_Aphids,Fertilizer_Type_Chemical,Fertilizer_Type_Organic,Pest_Severity_Low,Health_Notes_New bud,Pest_Severity_Moderate,Sunlight_Exposure_Filtered sunlight through curtain,Sunlight_Exposure_3h direct morning sun,Soil_Type_Loamy,Pest_Severity_High,Pest_Presence_Fungus gnats,Sunlight_Exposure_Indirect light all day,Pest_Presence_Spider mites,Fertilizer_Type_Liquid feed,Soil_Type_Clay,Fertilizer_Type_Compost,Health_Score
-0.790342576040818,-0.8867010208776684,-1.6432897465960832,-1.4842593893426885,-1.6437368517042643,0.5351956843365053,0.12727749451667733,0.5246662385192378,-1.3629735371530085,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5
-0.40400755189121185,-0.8867010208776684,0.2931444047140699,0.18498582782232045,1.0091777457361812,0.6767684681005313,0.28454889109509596,1.5871533174878005,-0.7964168411867936,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1
1.149381191043663,1.1828069622074855,-0.918819627049977,-1.1047071572376013,0.053853577227834286,-0.38502741012966335,1.621355762011654,0.5246662385192378,-0.22986014522057863,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
0.44914895977250185,0.5037496552576691,-0.1943495075038705,1.9258261688727853,0.45247805041836786,0.3582297046314729,-0.9736222815322529,-0.1836584807931373,-0.7964168411867936,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3
1.2942568250997655,0.6007578419647859,0.8957410462056914,-0.023915013103735228,-1.4444246151089974,-0.8451389573627477,1.621355762011654,-0.8919832001055125,1.4698099426780662,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
1.5035216298474687,0.05104478395779231,0.5775158535078688,-0.04451087065982532,-1.623118344470271,-0.38502741012966335,1.6999914603008635,-0.8919832001055125,-0.7964168411867936,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2
-1.7481314900783833,-0.628012522992024,1.1394880023146614,0.3772138316791606,1.5521317695646666,-1.0221049370677802,0.9922701756979797,0.8788285981754254,1.4698099426780662,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,3
0.9240190936230595,0.14805297066490794,-0.5802821880097404,0.35956023948822635,-1.5543899870236275,1.3846323869206612,1.1495415722763984,-0.8919832001055125,0.3366965507456363,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3
-0.29937514951736016,-1.6951025767703065,1.2884444754923656,0.5076542628677309,-0.5853201470259516,0.5351956843365053,-0.9736222815322529,-1.2461455597617,-0.22986014522057863,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
-0.5166886006015137,0.30973328184343557,1.3493812145196082,-0.09060636138059808,1.3047096827567488,-0.13727503854261794,0.44182028767351456,0.8788285981754254,0.9032532467118513,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3
0.5537813621463535,-0.045963402749324485,0.9837607803561527,-0.1298365662493408,-1.3138407359603745,-0.9159253492447607,-1.4454364712675087,-0.5378208404493249,-0.7964168411867936,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1
0.8113380449127576,-0.8543649586419625,-0.512574700201693,0.11829447954545762,0.17069178488712872,0.9599140356285832,-0.6590794883754157,1.5871533174878005,-1.3629735371530085,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4
1.3023054714362154,1.1504708999717796,-1.3521475490214798,0.9715514354406154,1.1122702819061467,-1.446823288359858,-1.0522579798214622,0.5246662385192378,0.3366965507456363,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3
-0.6535155883211659,-0.045963402749324485,-1.1761080807205566,-0.1955471594044853,-0.81899656234454,0.49980248839549885,-0.2659009969293692,0.17050387886305027,0.3366965507456363,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3
0.7228029352118063,-0.045963402749324485,-1.0000686124196336,1.8767884127868568,-1.1420198423437655,0.5351956843365053,1.4640843654332356,-1.6003079194178875,-0.22986014522057863,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2
0.3525652037351003,0.9564545265575459,1.4103179535468506,0.41055950581759204,1.3459466972247356,1.7739575422717324,0.5990916842519332,-0.5378208404493249,0.3366965507456363,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
0.4411003134360517,-0.8220288964062576,0.36762264130292205,-1.169436995271027,-0.17295000234608962,1.1368800153336156,-0.5018080917969971,0.17050387886305027,1.4698099426780662,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2
-1.1847262465268744,0.4067414685505523,-1.5620407612264264,-0.12689430088418532,0.9954320742468522,0.18126372492644044,-0.9736222815322529,-0.5378208404493249,-0.7964168411867936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2
-0.7581479906950175,-0.3046519006349689,0.929594790109715,0.963705394466867,1.648351469989967,-0.6681729776577152,1.4640843654332356,-1.2461455597617,-1.3629735371530085,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
-1.2974072952371762,0.4714135930219632,0.9431362876713242,0.9999933339704539,0.7067729729709497,0.8537344478055637,0.6777273825411425,-0.5378208404493249,1.4698099426780662,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,3
-1.6434990877045317,2.864282198464171,0.39470563642614087,-0.031761054077483634,-0.9495804414931633,0.7121616640415378,-0.3445366952185785,-0.1836584807931373,0.9032532467118513,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2
1.7530296662774227,0.6654299664361968,-1.622977500253669,0.07906427467671488,-0.46848193936665766,0.6059820762185183,1.5427200637224447,1.232990957831613,-0.22986014522057863,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
